trend_72_12_start,trend_82_12_start,trend_92_12_start,trend_02_12_start,trend_end,Site_no,paramShortName,trend_72_12,trend_82_12,trend_92_12,trend_02_12,station_nm,Gage_number,shortName,staAbbrev,constitAbbrev,drainSqKm,paStart,paLong,windowY,windowQ,windowS,minNumObs,minNumUncen,edgeAdjust,bootBreak,blockLength,nBoot,qUnit,agency_cd,site_tp_cd,dec_lat_va,dec_long_va,dec_coord_datum_cd,state_cd,country_cd,huc_cd,drain_area_va,contrib_drain_area_va,param_nm,param_units,paramNumber,blank_start1,blank_end1,blank_start2,blank_end2
,,1992,2002,2012,okARK0004A,Nitrite plus nitrate,N,N,Y,Y,Flint Cr NW of W Siloam Springs OK,07195855,Flint Cr NW of W Siloam Springs OK,OK,NO23,148.4,10,12,7,2,0.5,100,123.5,TRUE,100,100,100,1,,ST,36.217157,-94.602406,NAD83,OK,US,11110103,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1991,,
,,1992,2002,2012,okARK0004A,"Orthophosphate, filtered",N,N,Y,Y,Flint Cr NW of W Siloam Springs OK,07195855,Flint Cr NW of W Siloam Springs OK,OK,OrthoP_F,148.4,10,12,7,2,0.5,100,125,TRUE,100,100,100,1,,ST,36.217157,-94.602406,NAD83,OK,US,11110103,,,"Orthophosphate, filtered",mg/l as P,,10/01/1971,09/30/1991,,
,,1992,2002,2012,okARK0004A,Total Phosphorus,N,N,Y,Y,Flint Cr NW of W Siloam Springs OK,07195855,Flint Cr NW of W Siloam Springs OK,OK,TP,148.4,10,12,7,2,0.5,100,121,TRUE,100,100,100,1,,ST,36.217157,-94.602406,NAD83,OK,US,11110103,,,Total Phosphorus,mg/l as P,,10/01/1971,09/30/1991,,
,,,2002,2012,okARK0005,Nitrite plus nitrate,N,N,N,Y,Sager Cr near Siloam Springs AR,07195865,Sager Cr near Siloam Springs AR,OK,NO23,47,10,12,7,2,0.5,100,94.5,TRUE,100,100,100,1,,ST,36.198933,-94.583568,NAD83,OK,US,11110103,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2012,okARK0005,"Orthophosphate, filtered",N,N,N,Y,Sager Cr near Siloam Springs AR,07195865,Sager Cr near Siloam Springs AR,OK,OrthoP_F,47,10,12,7,2,0.5,100,94.5,TRUE,100,100,100,1,,ST,36.198933,-94.583568,NAD83,OK,US,11110103,,,"Orthophosphate, filtered",mg/l as P,,10/01/1971,09/30/2001,,
,,,2002,2012,okARK0005,Total Phosphorus,N,N,N,Y,Sager Cr near Siloam Springs AR,07195865,Sager Cr near Siloam Springs AR,OK,TP,47,10,12,7,2,0.5,100,92.5,TRUE,100,100,100,1,,ST,36.198933,-94.583568,NAD83,OK,US,11110103,,,Total Phosphorus,mg/l as P,,10/01/1971,09/30/2001,,
,1983,1992,2002,2012,or10350,Ammonia,N,Y,Y,Y,Willamette River at Albany (eastbound Hwy 20 bridge),14174000,Willamette River at Albany (eastbound Hwy 20 bridge),OR,NH4,12510.1,10,12,7,2,0.5,100,159.5,TRUE,100,100,100,1,,ST,44.639722,-123.105778,NAD83,OR,US,17090003,,,Ammonia,mg/l as N,,10/01/1971,09/30/1981,,
,1983,1992,2002,2012,or10350,Nitrite plus nitrate,N,Y,Y,Y,Willamette River at Albany (eastbound Hwy 20 bridge),14174000,Willamette River at Albany (eastbound Hwy 20 bridge),OR,NO23,12510.1,10,12,7,2,0.5,100,160,TRUE,100,100,100,1,,ST,44.639722,-123.105778,NAD83,OR,US,17090003,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1981,,
,,1992,2002,2012,or10350,"Orthophosphate, filtered",N,N,Y,Y,Willamette River at Albany (eastbound Hwy 20 bridge),14174000,Willamette River at Albany (eastbound Hwy 20 bridge),OR,OrthoP_F,12510.1,10,12,7,2,0.5,100,151,TRUE,100,100,100,1,,ST,44.639722,-123.105778,NAD83,OR,US,17090003,,,"Orthophosphate, filtered",mg/l as P,,10/01/1971,09/30/1991,,
,1982,1992,,2012,or10355,Ammonia,N,Y,Y,N,Willamette River at Hwy 99E (Harrisburg),14166000,Willamette River at Hwy 99E (Harrisburg),OR,NH4,8825.8,10,12,7,2,0.5,100,161.5,TRUE,100,100,100,1,,ST,44.267167,-123.173667,NAD83,OR,US,17090003,,,Ammonia,mg/l as N,,10/01/1971,09/30/1981,,
,1982,1992,,2012,or10355,Nitrite plus nitrate,N,Y,Y,N,Willamette River at Hwy 99E (Harrisburg),14166000,Willamette River at Hwy 99E (Harrisburg),OR,NO23,8825.8,10,12,7,2,0.5,100,161,TRUE,100,100,100,1,,ST,44.267167,-123.173667,NAD83,OR,US,17090003,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1981,,
,1982,1992,,2012,or10355,"Orthophosphate, filtered",N,Y,Y,N,Willamette River at Hwy 99E (Harrisburg),14166000,Willamette River at Hwy 99E (Harrisburg),OR,OrthoP_F,8825.8,10,12,7,2,0.5,100,153,TRUE,100,100,100,1,,ST,44.267167,-123.173667,NAD83,OR,US,17090003,,,"Orthophosphate, filtered",mg/l as P,,10/01/1971,09/30/1981,,
,1982,1992,2002,2012,or10386,Ammonia,N,Y,Y,Y,Middle Fork Willamette River at Jasper Bridge,14152000,Middle Fork Willamette River at Jasper Bridge,OR,NH4,3494.9,10,12,7,2,0.5,100,101.5,TRUE,100,100,100,1,,ST,43.998194,-122.905278,NAD83,OR,US,17090001,,,Ammonia,mg/l as N,,10/01/1971,09/30/1981,,
,1982,1992,2002,2012,or10386,Nitrite plus nitrate,N,Y,Y,Y,Middle Fork Willamette River at Jasper Bridge,14152000,Middle Fork Willamette River at Jasper Bridge,OR,NO23,3494.9,10,12,7,2,0.5,100,101,TRUE,100,100,100,1,,ST,43.998194,-122.905278,NAD83,OR,US,17090001,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1981,,
,,1992,2002,2012,or10386,"Orthophosphate, filtered",N,N,Y,Y,Middle Fork Willamette River at Jasper Bridge,14152000,Middle Fork Willamette River at Jasper Bridge,OR,OrthoP_F,3494.9,10,12,7,2,0.5,100,95,TRUE,100,100,100,1,,ST,43.998194,-122.905278,NAD83,OR,US,17090001,,,"Orthophosphate, filtered",mg/l as P,,10/01/1971,09/30/1991,,
,,1992,2002,2012,or10404,Ammonia,N,N,Y,Y,Umatilla River at Yoakum Bridge,14026000,Umatilla River at Yoakum Bridge,OR,NH4,3304.1,10,12,7,2,0.5,100,81.5,TRUE,100,100,100,1,,ST,45.677444,-119.035389,NAD83,OR,US,17070103,,,Ammonia,mg/l as N,,10/01/1971,09/30/1991,,
,,1992,2002,2012,or10404,Nitrite plus nitrate,N,N,Y,Y,Umatilla River at Yoakum Bridge,14026000,Umatilla River at Yoakum Bridge,OR,NO23,3304.1,10,12,7,2,0.5,100,82,TRUE,100,100,100,1,,ST,45.677444,-119.035389,NAD83,OR,US,17070103,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1991,,
,,1992,2002,2012,or10404,"Orthophosphate, filtered",N,N,Y,Y,Umatilla River at Yoakum Bridge,14026000,Umatilla River at Yoakum Bridge,OR,OrthoP_F,3304.1,10,12,7,2,0.5,100,78.5,TRUE,100,100,100,1,,ST,45.677444,-119.035389,NAD83,OR,US,17070103,,,"Orthophosphate, filtered",mg/l as P,,10/01/1971,09/30/1991,,
,,,2002,2012,or10406,Nitrite plus nitrate,N,N,N,Y,Umatilla River at Hwy 11 (Pendleton),14020850,Umatilla River at Hwy 11 (Pendleton),OR,NO23,1147.1,10,12,7,2,0.5,79.5,53,TRUE,100,100,100,1,,ST,45.674806,-118.7585,NAD83,OR,US,17070103,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2012,or10406,"Orthophosphate, filtered",N,N,N,Y,Umatilla River at Hwy 11 (Pendleton),14020850,Umatilla River at Hwy 11 (Pendleton),OR,OrthoP_F,1147.1,10,12,7,2,0.5,78.75,52.5,TRUE,100,100,100,1,,ST,45.674806,-118.7585,NAD83,OR,US,17070103,,,"Orthophosphate, filtered",mg/l as P,,10/01/1971,09/30/2001,,
,,,2002,2012,or10407,Ammonia,N,N,N,Y,Malheur River at Hwy 201 (Ontario),13213100,Malheur River at Hwy 201 (Ontario),ID,NH4,119329.5,10,12,7,2,0.5,72,48,TRUE,100,100,100,1,,ST,44.05675,-116.972222,NAD83,ID,US,17050115,,,Ammonia,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2012,or10407,Nitrite plus nitrate,N,N,N,Y,Malheur River at Hwy 201 (Ontario),13213100,Malheur River at Hwy 201 (Ontario),ID,NO23,119329.5,10,12,7,2,0.5,72,48,TRUE,100,100,100,1,,ST,44.05675,-116.972222,NAD83,ID,US,17050115,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2012,or10407,"Orthophosphate, filtered",N,N,N,Y,Malheur River at Hwy 201 (Ontario),13213100,Malheur River at Hwy 201 (Ontario),ID,OrthoP_F,119329.5,10,12,7,2,0.5,70.5,47,TRUE,100,100,100,1,,ST,44.05675,-116.972222,NAD83,ID,US,17050115,,,"Orthophosphate, filtered",mg/l as P,,10/01/1971,09/30/2001,,
,,,2002,2012,or10410,Nitrite plus nitrate,N,N,N,Y,Wallowa River at Minam,13331450,Wallowa River at Minam,OR,NO23,1616.7,10,12,7,2,0.5,77.25,51.5,TRUE,100,100,100,1,,ST,45.621306,-117.719639,NAD83,OR,US,17060105,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2012,or10410,"Orthophosphate, filtered",N,N,N,Y,Wallowa River at Minam,13331450,Wallowa River at Minam,OR,OrthoP_F,1616.7,10,12,7,2,0.5,76.5,51,TRUE,100,100,100,1,,ST,45.621306,-117.719639,NAD83,OR,US,17060105,,,"Orthophosphate, filtered",mg/l as P,,10/01/1971,09/30/2001,,
,1982,1992,2002,2012,or10411,Ammonia,N,Y,Y,Y,Deschutes River at Deschutes River Park,14103000,Deschutes River at Deschutes River Park,OR,NH4,25189.4,10,12,7,2,0.5,100,92,TRUE,100,100,100,1,,ST,45.630222,-120.910167,NAD83,OR,US,17070306,,,Ammonia,mg/l as N,,10/01/1971,09/30/1981,,
,1982,1992,2002,2012,or10411,Nitrite plus nitrate,N,Y,Y,Y,Deschutes River at Deschutes River Park,14103000,Deschutes River at Deschutes River Park,OR,NO23,25189.4,10,12,7,2,0.5,100,92,TRUE,100,100,100,1,,ST,45.630222,-120.910167,NAD83,OR,US,17070306,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1981,,
,,1992,2002,2012,or10411,"Orthophosphate, filtered",N,N,Y,Y,Deschutes River at Deschutes River Park,14103000,Deschutes River at Deschutes River Park,OR,OrthoP_F,25189.4,10,12,7,2,0.5,100,89.5,TRUE,100,100,100,1,,ST,45.630222,-120.910167,NAD83,OR,US,17070306,,,"Orthophosphate, filtered",mg/l as P,,10/01/1971,09/30/1991,,
,,1992,2002,2012,or10421,Ammonia,N,N,Y,Y,Rogue River at Hwy 234 (north of Gold Hill),14359000,Rogue River at Hwy 234 (north of Gold Hill),OR,NH4,5522.2,10,12,7,2,0.5,100,98.5,TRUE,100,100,100,1,,ST,42.432694,-123.089389,NAD83,OR,US,17100308,,,Ammonia,mg/l as N,,10/01/1971,09/30/1991,,
,,1992,2002,2012,or10421,Nitrite plus nitrate,N,N,Y,Y,Rogue River at Hwy 234 (north of Gold Hill),14359000,Rogue River at Hwy 234 (north of Gold Hill),OR,NO23,5522.2,10,12,7,2,0.5,100,98.5,TRUE,100,100,100,1,,ST,42.432694,-123.089389,NAD83,OR,US,17100308,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1991,,
,,1992,2002,2012,or10421,"Orthophosphate, filtered",N,N,Y,Y,Rogue River at Hwy 234 (north of Gold Hill),14359000,Rogue River at Hwy 234 (north of Gold Hill),OR,OrthoP_F,5522.2,10,12,7,2,0.5,100,92,TRUE,100,100,100,1,,ST,42.432694,-123.089389,NAD83,OR,US,17100308,,,"Orthophosphate, filtered",mg/l as P,,10/01/1971,09/30/1991,,
,,,2002,2011,or10428,Nitrite plus nitrate,N,N,N,Y,Applegate River at Hwy 199 (near Wilderville),14369500,Applegate River at Hwy 199 (near Wilderville),OR,NO23,1858.8,10,12,7,2,0.5,51.75,34.5,TRUE,100,100,100,1,,ST,42.3975,-123.455833,NAD83,OR,US,17100309,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2011,or10428,"Orthophosphate, filtered",N,N,N,Y,Applegate River at Hwy 199 (near Wilderville),14369500,Applegate River at Hwy 199 (near Wilderville),OR,OrthoP_F,1858.8,10,12,7,2,0.5,49.5,33,TRUE,100,100,100,1,,ST,42.3975,-123.455833,NAD83,OR,US,17100309,,,"Orthophosphate, filtered",mg/l as P,,10/01/1971,09/30/2001,,
,,1993,2002,2012,or10437,Ammonia,N,N,Y,Y,Umpqua River at Elkton Bridge,14321000,Umpqua River at Elkton Bridge,OR,NH4,9519.5,10,12,7,2,0.5,100,73,TRUE,100,100,100,1,,ST,43.631861,-123.565833,NAD83,OR,US,17100303,,,Ammonia,mg/l as N,,10/01/1971,09/30/1991,,
,,,2002,2012,or10437,Nitrite plus nitrate,N,N,N,Y,Umpqua River at Elkton Bridge,14321000,Umpqua River at Elkton Bridge,OR,NO23,9519.5,10,12,7,2,0.5,100,73,TRUE,100,100,100,1,,ST,43.631861,-123.565833,NAD83,OR,US,17100303,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2012,or10437,"Orthophosphate, filtered",N,N,N,Y,Umpqua River at Elkton Bridge,14321000,Umpqua River at Elkton Bridge,OR,OrthoP_F,9519.5,10,12,7,2,0.5,100,67.5,TRUE,100,100,100,1,,ST,43.631861,-123.565833,NAD83,OR,US,17100303,,,"Orthophosphate, filtered",mg/l as P,,10/01/1971,09/30/2001,,
,1982,1992,2002,2012,or10443,Ammonia,N,Y,Y,Y,South Umpqua at Hwy 42 (Winston),14312000,South Umpqua at Hwy 42 (Winston),OR,NH4,4238.6,10,12,7,2,0.5,100,108.5,TRUE,100,100,100,1,,ST,43.133889,-123.397944,NAD83,OR,US,17100302,,,Ammonia,mg/l as N,,10/01/1971,09/30/1981,,
,1982,1992,2002,2012,or10443,Nitrite plus nitrate,N,Y,Y,Y,South Umpqua at Hwy 42 (Winston),14312000,South Umpqua at Hwy 42 (Winston),OR,NO23,4238.6,10,12,7,2,0.5,100,108,TRUE,100,100,100,1,,ST,43.133889,-123.397944,NAD83,OR,US,17100302,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1981,,
,,1992,2002,2012,or10443,"Orthophosphate, filtered",N,N,Y,Y,South Umpqua at Hwy 42 (Winston),14312000,South Umpqua at Hwy 42 (Winston),OR,OrthoP_F,4238.6,10,12,7,2,0.5,100,100.5,TRUE,100,100,100,1,,ST,43.133889,-123.397944,NAD83,OR,US,17100302,,,"Orthophosphate, filtered",mg/l as P,,10/01/1971,09/30/1991,,
,,1992,2002,2012,or10451,Ammonia,N,N,Y,Y,North Umpqua at Garden Valley Road (Roseburg),14319500,North Umpqua at Garden Valley Road (Roseburg),OR,NH4,3529.2,10,12,7,2,0.5,100,97.5,TRUE,100,100,100,1,,ST,43.271861,-123.409222,NAD83,OR,US,17100301,,,Ammonia,mg/l as N,,10/01/1971,09/30/1991,,
,,1992,2002,2012,or10451,"Orthophosphate, filtered",N,N,Y,Y,North Umpqua at Garden Valley Road (Roseburg),14319500,North Umpqua at Garden Valley Road (Roseburg),OR,OrthoP_F,3529.2,10,12,7,2,0.5,100,92,TRUE,100,100,100,1,,ST,43.271861,-123.409222,NAD83,OR,US,17100301,,,"Orthophosphate, filtered",mg/l as P,,10/01/1971,09/30/1991,,
,1982,1992,2002,2012,or10456,Ammonia,N,Y,Y,Y,Tualatin River at Boones Ferry Road,14207500,Tualatin River at Boones Ferry Road,OR,NH4,1790.7,10,12,7,2,0.5,100,134.5,TRUE,100,100,100,1,,ST,45.386139,-122.756278,NAD83,OR,US,17090010,,,Ammonia,mg/l as N,,10/01/1971,09/30/1981,,
,1982,1992,2002,2012,or10456,Nitrite plus nitrate,N,Y,Y,Y,Tualatin River at Boones Ferry Road,14207500,Tualatin River at Boones Ferry Road,OR,NO23,1790.7,10,12,7,2,0.5,100,135,TRUE,100,100,100,1,,ST,45.386139,-122.756278,NAD83,OR,US,17090010,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1981,,
,,1992,2002,2012,or10456,"Orthophosphate, filtered",N,N,Y,Y,Tualatin River at Boones Ferry Road,14207500,Tualatin River at Boones Ferry Road,OR,OrthoP_F,1790.7,10,12,7,2,0.5,100,127,TRUE,100,100,100,1,,ST,45.386139,-122.756278,NAD83,OR,US,17090010,,,"Orthophosphate, filtered",mg/l as P,,10/01/1971,09/30/1991,,
,,1992,2002,2012,or10506,Ammonia,N,N,Y,Y,Deschutes River at Hwy 26 (Warm Springs),14092500,Deschutes River at Hwy 26 (Warm Springs),OR,NH4,18419.6,10,12,7,2,0.5,100,75.5,TRUE,100,100,100,1,,ST,44.761167,-121.227806,NAD83,OR,US,17070306,,,Ammonia,mg/l as N,,10/01/1971,09/30/1991,,
,,1992,2002,2012,or10506,Nitrite plus nitrate,N,N,Y,Y,Deschutes River at Hwy 26 (Warm Springs),14092500,Deschutes River at Hwy 26 (Warm Springs),OR,NO23,18419.6,10,12,7,2,0.5,100,76,TRUE,100,100,100,1,,ST,44.761167,-121.227806,NAD83,OR,US,17070306,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1991,,
,,1992,2002,2012,or10506,"Orthophosphate, filtered",N,N,Y,Y,Deschutes River at Hwy 26 (Warm Springs),14092500,Deschutes River at Hwy 26 (Warm Springs),OR,OrthoP_F,18419.6,10,12,7,2,0.5,100,72,TRUE,100,100,100,1,,ST,44.761167,-121.227806,NAD83,OR,US,17070306,,,"Orthophosphate, filtered",mg/l as P,,10/01/1971,09/30/1991,,
,,,2002,2012,or10511,Ammonia,N,N,N,Y,Deschutes River at Mirror Pond (Drake Park-Bend),BENO,Deschutes River at Mirror Pond (Drake Park-Bend),OR,NH4,3889.1,10,12,7,2,0.5,100,74,TRUE,100,100,100,1,,ST,44.0601,-121.3204,NAD83,OR,US,17070301,,,Ammonia,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2012,or10511,Nitrite plus nitrate,N,N,N,Y,Deschutes River at Mirror Pond (Drake Park-Bend),BENO,Deschutes River at Mirror Pond (Drake Park-Bend),OR,NO23,3889.1,10,12,7,2,0.5,100,74,TRUE,100,100,100,1,,ST,44.0601,-121.3204,NAD83,OR,US,17070301,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,1992,2002,2012,or10517,Ammonia,N,N,Y,Y,Crooked River at Lone Pine Road (Terrebonne),14087400,Crooked River at Lone Pine Road (Terrebonne),OR,NH4,10060.7,10,12,7,2,0.5,100,80,TRUE,100,100,100,1,,ST,44.348694,-121.080694,NAD83,OR,US,17070305,,,Ammonia,mg/l as N,,10/01/1971,09/30/1991,,
,,1992,2002,2012,or10517,Nitrite plus nitrate,N,N,Y,Y,Crooked River at Lone Pine Road (Terrebonne),14087400,Crooked River at Lone Pine Road (Terrebonne),OR,NO23,10060.7,10,12,7,2,0.5,100,80,TRUE,100,100,100,1,,ST,44.348694,-121.080694,NAD83,OR,US,17070305,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1991,,
,,1992,2002,2012,or10517,"Orthophosphate, filtered",N,N,Y,Y,Crooked River at Lone Pine Road (Terrebonne),14087400,Crooked River at Lone Pine Road (Terrebonne),OR,OrthoP_F,10060.7,10,12,7,2,0.5,100,75.5,TRUE,100,100,100,1,,ST,44.348694,-121.080694,NAD83,OR,US,17070305,,,"Orthophosphate, filtered",mg/l as P,,10/01/1971,09/30/1991,,
,,1992,2002,2012,or10555,Ammonia,N,N,Y,Y,Willamette River at Marion Street (Salem),14191000,Willamette River at Marion Street (Salem),OR,NH4,18738.7,10,12,7,2,0.5,100,115.5,TRUE,100,100,100,1,,ST,44.946111,-123.041528,NAD83,OR,US,17090007,,,Ammonia,mg/l as N,,10/01/1971,09/30/1991,,
,,1992,2002,2012,or10555,Nitrite plus nitrate,N,N,Y,Y,Willamette River at Marion Street (Salem),14191000,Willamette River at Marion Street (Salem),OR,NO23,18738.7,10,12,7,2,0.5,100,116,TRUE,100,100,100,1,,ST,44.946111,-123.041528,NAD83,OR,US,17090007,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1991,,
,,1992,2002,2012,or10555,"Orthophosphate, filtered",N,N,Y,Y,Willamette River at Marion Street (Salem),14191000,Willamette River at Marion Street (Salem),OR,OrthoP_F,18738.7,10,12,7,2,0.5,100,113.5,TRUE,100,100,100,1,,ST,44.946111,-123.041528,NAD83,OR,US,17090007,,,"Orthophosphate, filtered",mg/l as P,,10/01/1971,09/30/1991,,
,1983,1992,,2012,or10611,Ammonia,N,Y,Y,N,Willamette River at Hawthorne Bridge,14211720,Willamette River at Hawthorne Bridge,OR,NH4,28921.7,10,12,7,2,0.5,100,163.5,TRUE,100,100,100,1,,ST,45.513306,-122.669889,NAD83,OR,US,17090012,,,Ammonia,mg/l as N,,10/01/1971,09/30/1981,,
,1983,1992,,2012,or10611,Nitrite plus nitrate,N,Y,Y,N,Willamette River at Hawthorne Bridge,14211720,Willamette River at Hawthorne Bridge,OR,NO23,28921.7,10,12,7,2,0.5,100,163.5,TRUE,100,100,100,1,,ST,45.513306,-122.669889,NAD83,OR,US,17090012,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1981,,
,,1992,,2012,or10611,"Orthophosphate, filtered",N,N,Y,N,Willamette River at Hawthorne Bridge,14211720,Willamette River at Hawthorne Bridge,OR,OrthoP_F,28921.7,10,12,7,2,0.5,100,156.5,TRUE,100,100,100,1,,ST,45.513306,-122.669889,NAD83,OR,US,17090012,,,"Orthophosphate, filtered",mg/l as P,,10/01/1971,09/30/1991,,
,,,2002,2012,or10640,Ammonia,N,N,N,Y,Pudding River at Hwy 211 (Woodburn),14201340,Pudding River at Hwy 211 (Woodburn),OR,NH4,822.5,10,12,7,2,0.5,65.25,43.5,TRUE,100,100,100,1,,ST,45.150361,-122.792528,NAD83,OR,US,17090009,,,Ammonia,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2012,or10640,Nitrite plus nitrate,N,N,N,Y,Pudding River at Hwy 211 (Woodburn),14201340,Pudding River at Hwy 211 (Woodburn),OR,NO23,822.5,10,12,7,2,0.5,66,44,TRUE,100,100,100,1,,ST,45.150361,-122.792528,NAD83,OR,US,17090009,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2012,or10662,Nitrite plus nitrate,N,N,N,Y,McKenzie River at Hendricks Bridge,14163900,McKenzie River at Hendricks Bridge,OR,NO23,2754.4,10,12,7,2,0.5,88.5,59,TRUE,100,100,100,1,,ST,44.055278,-122.831222,NAD83,OR,US,17090004,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2012,or10662,"Orthophosphate, filtered",N,N,N,Y,McKenzie River at Hendricks Bridge,14163900,McKenzie River at Hendricks Bridge,OR,OrthoP_F,2754.4,10,12,7,2,0.5,87,58,TRUE,100,100,100,1,,ST,44.055278,-122.831222,NAD83,OR,US,17090004,,,"Orthophosphate, filtered",mg/l as P,,10/01/1971,09/30/2001,,
,,1992,2002,2012,or10686,Ammonia,N,N,Y,Y,Deschutes River at Harper Bridge (Sunriver),BENO,Deschutes River at Harper Bridge (Sunriver),OR,NH4,3284,10,12,7,2,0.5,100,81,TRUE,100,100,100,1,,ST,43.863361,-121.451194,NAD83,OR,US,17070301,,,Ammonia,mg/l as N,,10/01/1971,09/30/1991,,
,,,2002,2012,or10686,Nitrite plus nitrate,N,N,N,Y,Deschutes River at Harper Bridge (Sunriver),BENO,Deschutes River at Harper Bridge (Sunriver),OR,NO23,3284,10,12,7,2,0.5,100,80.5,TRUE,100,100,100,1,,ST,43.863361,-121.451194,NAD83,OR,US,17070301,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,1992,,2012,or10686,"Orthophosphate, filtered",N,N,Y,N,Deschutes River at Harper Bridge (Sunriver),BENO,Deschutes River at Harper Bridge (Sunriver),OR,OrthoP_F,3284,10,12,7,2,0.5,100,76.5,TRUE,100,100,100,1,,ST,43.863361,-121.451194,NAD83,OR,US,17070301,,,"Orthophosphate, filtered",mg/l as P,,10/01/1971,09/30/1991,,
,,,2002,2012,or10729,Ammonia,N,N,N,Y,Owyhee River at Hwy 201 Bridge (Owyhee),13183000,Owyhee River at Hwy 201 Bridge (Owyhee),OR,NH4,26848.4,10,12,7,2,0.5,78,52,TRUE,100,100,100,1,,ST,43.783861,-117.054333,NAD83,OR,US,17050110,,,Ammonia,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2012,or10729,Nitrite plus nitrate,N,N,N,Y,Owyhee River at Hwy 201 Bridge (Owyhee),13183000,Owyhee River at Hwy 201 Bridge (Owyhee),OR,NO23,26848.4,10,12,7,2,0.5,78.75,52.5,TRUE,100,100,100,1,,ST,43.783861,-117.054333,NAD83,OR,US,17050110,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/2001,,
,,,2002,2012,or10729,"Orthophosphate, filtered",N,N,N,Y,Owyhee River at Hwy 201 Bridge (Owyhee),13183000,Owyhee River at Hwy 201 Bridge (Owyhee),OR,OrthoP_F,26848.4,10,12,7,2,0.5,72.75,48.5,TRUE,100,100,100,1,,ST,43.783861,-117.054333,NAD83,OR,US,17050110,,,"Orthophosphate, filtered",mg/l as P,,10/01/1971,09/30/2001,,
,,1992,2002,2012,or10764,Ammonia,N,N,Y,Y,Klamath River downstream of Big Bend Powerhouse,11510700,Klamath River downstream of Big Bend Powerhouse,OR,NH4,13834.3,10,12,7,2,0.5,94.5,63,TRUE,100,100,100,1,,ST,42.086917,-122.059917,NAD83,OR,US,18010206,,,Ammonia,mg/l as N,,10/01/1971,09/30/1991,,
,,1992,2002,2012,or10764,Nitrite plus nitrate,N,N,Y,Y,Klamath River downstream of Big Bend Powerhouse,11510700,Klamath River downstream of Big Bend Powerhouse,OR,NO23,13834.3,10,12,7,2,0.5,94.5,63,TRUE,100,100,100,1,,ST,42.086917,-122.059917,NAD83,OR,US,18010206,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1991,,
,,1992,2002,2012,or10764,"Orthophosphate, filtered",N,N,Y,Y,Klamath River downstream of Big Bend Powerhouse,11510700,Klamath River downstream of Big Bend Powerhouse,OR,OrthoP_F,13834.3,10,12,7,2,0.5,93.75,62.5,TRUE,100,100,100,1,,ST,42.086917,-122.059917,NAD83,OR,US,18010206,,,"Orthophosphate, filtered",mg/l as P,,10/01/1971,09/30/1991,,
,,1992,2002,2012,or10768,Ammonia,N,N,Y,Y,Link River at mouth (Klamath Falls),11507500,Link River at mouth (Klamath Falls),OR,NH4,8898.7,10,12,7,2,0.5,100,93.5,TRUE,100,100,100,1,,ST,42.218778,-121.788361,NAD83,OR,US,18010204,,,Ammonia,mg/l as N,,10/01/1971,09/30/1991,,
,,1992,2002,2012,or10768,Nitrite plus nitrate,N,N,Y,Y,Link River at mouth (Klamath Falls),11507500,Link River at mouth (Klamath Falls),OR,NO23,8898.7,10,12,7,2,0.5,100,93.5,TRUE,100,100,100,1,,ST,42.218778,-121.788361,NAD83,OR,US,18010204,,,Nitrite plus nitrate,mg/l as N,,10/01/1971,09/30/1991,,
